point 1,point 2,point 3,point 4,point 5,point 6,point 7,point 8,point 9,point 10,point 11,point 12,point 13,point 14,point 15,point 16,point 17,point 18,point 19,point 20,bookname
5.317418385,5.294179553,5.368792955,5.43042311,5.457098368,5.421789089,5.375150344,5.343792955,5.379295533,5.334879725,5.274237543,5.289078608,5.370983677,5.380186856,5.333225945,5.297218643,5.286522766,5.299344931,5.352910223,0.306593643,The mayor of casterbridge by thomas hardy   free ebook
5.402017738,5.416186253,5.463259424,5.499689579,5.510243902,5.528824834,5.536496674,5.548314856,5.490088692,5.424257206,5.364301552,5.326297118,5.351796009,5.378824834,5.326607539,5.284079823,5.246075388,5.222949002,5.289955654,0.775166297,Theaetetus by plato   free ebook
5.313907671,5.29770881,5.276450844,5.319599163,5.394415528,5.417765238,5.436882814,5.486014496,5.468648149,5.453324901,5.441698691,5.416159946,5.384735127,5.371211753,5.365617551,5.386145838,5.400252955,5.400544827,5.428029382,0.982293136,Tremendous trifles by g. k. chesterton   free ebook
5.398545455,5.383151515,5.345151515,5.365515152,5.340060606,5.358424242,5.341636364,5.301151515,5.310121212,5.316060606,5.350787879,5.379151515,5.405030303,5.419272727,5.445212121,5.445939394,5.440848485,5.393272727,5.391030303,2.082181818,Ghost stories of an antiquary by m. r. james   free ebook
5.377096774,5.355,5.351854839,5.336612903,5.317741935,5.298629032,5.270241935,5.278225806,5.309112903,5.3025,5.294112903,5.289758065,5.28483871,5.275806452,5.272903226,5.270483871,5.274354839,5.284516129,5.30766129,2.399274194,A collection of beatrix potter stories by beatrix potter   free ebook
5.366814003,5.370473833,5.487340877,5.415010608,5.386615983,5.512181754,5.522683876,5.429579208,5.401343706,5.485590523,5.562800566,5.55417256,5.489816124,5.495721358,5.45106082,5.355675389,5.331524045,5.302351485,5.276714993,0.315770863,The frontier in american history by frederick jackson turner   free ebook
5.503510864,5.565414679,5.583432697,5.561208267,5.511393747,5.502782194,5.464262056,5.454491256,5.450351086,5.470654478,5.435148384,5.378676471,5.377848437,5.42676868,5.467011129,5.48267753,5.461844197,5.367382088,5.335188129,0.734035506,Anticipations by h. g. wells   free ebook
5.393333061,5.377125572,5.393803139,5.460983486,5.431082407,5.534152224,5.574762917,5.486469915,5.425073578,5.406454382,5.367519621,5.352599738,5.432390451,5.408804774,5.363043656,5.381090582,5.337005396,5.27197106,5.273687868,0.45301259,"South! the story of shackleton's last expedition, 1914 1917; includes both text   free ebook"
5.566172521,5.592920829,5.583467612,5.58008379,5.574766355,5.565689118,5.515683747,5.493662047,5.477978301,5.405736384,5.40117091,5.390374906,5.354280804,5.311848749,5.320066602,5.359437104,5.329251262,5.434042325,5.485121925,0.855945859,"The hungry stones, and other stories by rabindranath tagore   free ebook"
5.501497998,5.389162562,5.413317777,5.475182208,5.493907182,5.469550313,5.410206551,5.384394895,5.400296719,5.458977905,5.479503356,5.423746147,5.426065163,5.365064961,5.328724109,5.299801227,5.23659724,5.26272578,5.371849163,0.319059142,International short stories: french by francis j. reynolds et al.   free ebook
5.454738059,5.457627119,5.487769646,5.426810478,5.378563174,5.368836672,5.3293047,5.313607473,5.289243066,5.318037365,5.296802773,5.315437211,5.365706857,5.334890216,5.347313174,5.336864407,5.37307396,5.357617488,5.376059322,1.378563174,"The door in the wall, and other stories by h. g. wells   free ebook"
5.533623291,5.539886978,5.568464095,5.543302143,5.531831478,5.482334564,5.463834479,5.445319081,5.471935924,5.470664808,5.505919108,5.494555646,5.422117402,5.45383402,5.481967012,5.518967181,5.444139853,5.362803804,5.350950273,0.159900149,"Writings in the united amateur, 1915 1922 by h. p. lovecraft   free ebook"
5.595488993,5.448628654,5.416131361,5.428401299,5.418025983,5.389498376,5.406153013,5.469649946,5.46975821,5.42338506,5.480043306,5.565211115,5.526669073,5.478094551,5.432443161,5.385149765,5.363911945,5.339859257,5.310772284,0.228184771,Autobiography of andrew carnegie by andrew carnegie   free ebook
5.354589414,5.333023918,5.319359295,5.320503411,5.331232191,5.338334341,5.304269925,5.320222779,5.314048873,5.292548139,5.293843364,5.272817546,5.269190916,5.262261463,5.267852517,5.250798722,5.237155686,5.228779898,5.23387445,0.14094206,The jew of malta by christopher marlowe   free ebook
5.334432587,5.316196087,5.399078603,5.486815128,5.343368658,5.284311546,5.332845462,5.343807124,5.398498098,5.413424485,5.381996937,5.353021096,5.313719678,5.304703325,5.218381009,5.269286349,5.335068672,5.35813448,5.292420088,0.015210464,The man in the iron mask by alexandre dumas   free ebook
5.404650619,5.374853938,5.372439043,5.411525278,5.518598582,5.557042144,5.527771286,5.473105087,5.443464205,5.450436239,5.443055231,5.449637766,5.466503077,5.480934019,5.461459064,5.44139986,5.438361767,5.482647815,5.50868583,0.29142323,An old fashioned girl by louisa may alcott   free ebook
5.320442038,5.310118942,5.268737795,5.270566306,5.338913545,5.293262915,5.324365347,5.409311202,5.402858157,5.416412214,5.335806852,5.23041896,5.246964317,5.292126753,5.313314397,5.308379194,5.308290431,5.362533286,5.33505237,0.361095331,The history of herodotus ‰ÛÓ volume 2 by herodotus   free ebook
5.50971984,5.551743854,5.492853059,5.454917095,5.42915952,5.464608348,5.481932533,5.50651801,5.503373356,5.552029731,5.560977702,5.567181246,5.560263007,5.489479703,5.515608919,5.531732419,5.585591767,5.578101772,5.561206404,0.416466552,Rose in bloom by louisa may alcott   free ebook
5.585470394,5.552457319,5.503623974,5.474776662,5.431288979,5.430494353,5.48744251,5.549567772,5.562089143,5.516145344,5.473957957,5.435743697,5.46451877,5.497098413,5.555057911,5.638132389,5.600664596,5.568181271,5.480507597,0.448361386,Rural architecture by lewis falley allen   free ebook
5.32402439,5.286585366,5.286365854,5.300341463,5.295878049,5.348414634,5.371390244,5.379487805,5.410780488,5.425829268,5.423121951,5.387512195,5.34197561,5.265560976,5.243,5.204902439,5.195682927,5.237804878,5.259707317,0.263487805,The crowd: a study of the popular mind by gustave le bon   free ebook
5.327713875,5.362023724,5.421926671,5.454726815,5.492649173,5.541948239,5.57895399,5.558537024,5.539557872,5.505715313,5.474335011,5.444644141,5.448112868,5.402066858,5.394320633,5.429205607,5.416013659,5.36876348,5.374784328,0.155661395,"Lineage, life and labors of josÌ© rizal, philippine patriot by austin craig   free ebook"
5.427172256,5.427210366,5.443292683,5.505564024,5.557660061,5.534870427,5.51558689,5.555868902,5.528734756,5.501410061,5.458155488,5.469817073,5.503277439,5.484565549,5.506554878,5.5546875,5.545960366,5.518902439,5.532355183,5.580564024,Andersen's fairy tales by h. c. andersen   free ebook
5.350303305,5.347355292,5.348035603,5.35551902,5.361585124,5.360904813,5.365610295,5.355689098,5.350700153,5.356822949,5.364306367,5.359997732,5.384318839,5.386756619,5.396280968,5.420318612,5.423890243,5.415953285,5.44843812,2.114292193,Alcibiades i by plato   free ebook
5.329827941,5.413647117,5.350711636,5.399886242,5.515344442,5.480609382,5.40486963,5.387295267,5.394107838,5.366030224,5.323597089,5.310566594,5.346484481,5.374852954,5.310741109,5.207188748,5.24284163,5.185451866,5.111599467,0.256059568,Collected papers on analytical psychology by c. g. jung   free ebook
5.491554769,5.515293756,5.542764803,5.524604671,5.519025817,5.506790812,5.511831018,5.527413335,5.54226463,5.557115925,5.566157516,5.57577623,5.592782117,5.583432727,5.581778308,5.590819899,5.583663576,5.597552999,5.619368243,1.433996383,Pennsylvania dutch cooking by unknown   free ebook
5.390738499,5.333149901,5.400189853,5.452096632,5.530706582,5.493066256,5.44338818,5.403477878,5.332324455,5.296844046,5.265862316,5.253012877,5.211341624,5.220504072,5.241387849,5.259066146,5.318374422,5.368162558,5.305346137,0.149612041,"The literary world seventh reader by browne, metcalf, and withers   free ebook"
5.556372549,5.576133578,5.574525123,5.560508578,5.541896446,5.513327206,5.534160539,5.578431373,5.574065564,5.580039828,5.57567402,5.551164216,5.559742647,5.559053309,5.551930147,5.570542279,5.585477941,5.612591912,5.612362132,5.564644608,The kybalion by three initiates   free ebook
5.466400008,5.478653183,5.434607476,5.325915702,5.338826136,5.450015493,5.453498962,5.461019877,5.470644019,5.440306846,5.374421378,5.387773114,5.406373529,5.376834455,5.350243655,5.180286001,5.029717473,5.043191272,5.132569036,0.363679896,"Studies in the psychology of sex, volume 1 by havelock ellis   free ebook"
5.379453965,5.362959157,5.308227221,5.240853547,5.226193534,5.200855014,5.220450626,5.253605372,5.280209901,5.304043888,5.307676783,5.336648196,5.323694543,5.324446809,5.324281678,5.276778834,5.243055301,5.201038494,5.215643463,0.438993064,Devotions upon emergent occasions; together with death's duel by john donne   free ebook
5.335067502,5.30333035,5.268348624,5.23070038,5.255183859,5.24617737,5.247464011,5.23045797,5.213321399,5.227959275,5.248993063,5.246662191,5.210449765,5.193723428,5.198851346,5.210151413,5.256563735,5.241235922,5.259304841,0.384146341,Arsene lupin by maurice leblanc   free ebook
5.356099487,5.356099487,5.317015397,5.311093565,5.303197789,5.320963285,5.340702724,5.310303987,5.310698776,5.324121595,5.326885116,5.412554283,5.515988946,5.561389657,5.587840505,5.588235294,5.569680221,5.532175286,5.541255428,1.938807738,Lady audley's secret by m. e. braddon   free ebook
5.426458157,5.442096365,5.425612849,5.439983094,5.450972105,5.467455621,5.486052409,5.501267963,5.496196112,5.47421809,5.46238377,5.464497041,5.479712595,5.492392223,5.49112426,5.49112426,5.483939138,5.477176669,5.480557904,2.35545224,The light princess by george macdonald   free ebook
5.402717154,5.354375818,5.389676997,5.318747272,5.254383093,5.276825986,5.283537029,5.268041612,5.331569184,5.336952568,5.339426015,5.43570857,5.422868471,5.359486396,5.306416412,5.354648625,5.342517823,5.318638149,5.328331878,0.403008148,Lord jim by joseph conrad   free ebook
5.563172843,5.520168125,5.525333272,5.536167484,5.494514178,5.487299006,5.538561088,5.467588987,5.400613862,5.465871089,5.568349443,5.439369646,5.358823125,5.390730221,5.404129827,5.401358285,5.295673187,5.435258143,5.532880572,0.105547666,Swann's way by marcel proust   free ebook
5.364934859,5.342749927,5.378623715,5.384331809,5.398258503,5.395721572,5.403741973,5.365846569,5.334914511,5.311593245,5.320036468,5.307880341,5.282722444,5.288523031,5.29670199,5.300401681,5.322375202,5.343146323,5.355619566,0.371647155,An antarctic mystery by jules verne   free ebook
5.359360356,5.346473758,5.312207123,5.339268978,5.375527179,5.393451265,5.453256795,5.466729147,5.491330834,5.494611059,5.477975633,5.461105904,5.435918463,5.400421743,5.37564433,5.33950328,5.34014761,5.32690956,5.350984067,1.943708997,Bobbsey twins
5.234395907,5.215977961,5.215977961,5.231168831,5.235182999,5.273829201,5.293191657,5.291381346,5.268476978,5.242975207,5.266509248,5.283746556,5.275560803,5.271231799,5.251948052,5.225423062,5.192758756,5.187800079,5.18858717,2.676111767,The land that time forgot by edgar rice burroughs   free ebook
5.415682062,5.41728545,5.349429474,5.348261959,5.359859276,5.326795249,5.308130575,5.304192157,5.248976478,5.222294868,5.236040412,5.293591121,5.272108844,5.266629306,5.318529242,5.377792307,5.36018618,5.368109715,5.378228179,0.631750183,The condition of the working class in england in 1844 by friedrich engels   free ebook
5.320617075,5.341457815,5.42236195,5.424324565,5.43831467,5.493808508,5.471745764,5.340806079,5.35635887,5.422058301,5.406394419,5.411674961,5.357292037,5.394137339,5.376073883,5.356655113,5.350174784,5.32913408,5.268270826,0.127014457,Twenty thousand leagues under the seas: an underwater tour of the world by verne   free ebook
5.329173105,5.300595485,5.370286059,5.325029209,5.302321637,5.264525308,5.353237478,5.319095089,5.389716579,5.263362605,5.310984434,5.292205932,5.345793917,5.297171447,5.451102401,5.407253232,5.421198131,5.39187427,5.389952135,0.129263559,The complete plays of gilbert and sullivan by w. s. gilbert and arthur sullivan   free ebook
5.575746286,5.582335957,5.585293159,5.580380012,5.557397662,5.559586457,5.540166721,5.525613561,5.503073627,5.487100079,5.463931449,5.509523588,5.525357426,5.500372561,5.514529875,5.511502817,5.543496484,5.520420994,5.471359382,0.69252084,The letters of wolfgang amadeus mozart ‰ÛÓ volume 01 by wolfgang amadeus mozart   free ebook
5.427061423,5.483399452,5.488937405,5.473361911,5.457227296,5.459197529,5.425783434,5.452940707,5.423893075,5.399052158,5.404270614,5.432759126,5.419473362,5.394446072,5.37493011,5.391570596,5.371149392,5.364839319,5.335818313,0.300646982,Romeo and juliet by william shakespeare   free ebook
5.375373453,5.455532437,5.517498933,5.459578176,5.398314127,5.461996728,5.329429862,5.233185731,5.282783824,5.383376014,5.354824655,5.475743349,5.505121639,5.412291933,5.358123488,5.307645113,5.333804595,5.367628752,5.371683383,0.345390525,What is property? an inquiry into the principle of right and of government   free ebook
5.328114618,5.377450166,5.393355482,5.352242525,5.353405316,5.344642857,5.352990033,5.35494186,5.38019103,5.349210963,5.357890365,5.382225914,5.359509967,5.31910299,5.353156146,5.372300664,5.37641196,5.401453488,5.386295681,0.674501661,The adventures of pinocchio by carlo collodi   free ebook
5.133486501,5.112457128,5.154263038,5.228838713,5.272128661,5.30590977,5.269677249,5.230421687,5.209579193,5.189451236,5.171280011,5.136872307,5.134288981,5.1611116,5.202983467,5.233631607,5.227475596,5.258112743,5.273909507,0.095440155,"The forme of cury: a roll of ancient english cookery compiled, about a.d. 1390   free ebook"
5.369268508,5.408139301,5.356504604,5.29570113,5.341609362,5.320392488,5.29968231,5.298612619,5.231382957,5.290119435,5.266304741,5.224224876,5.255052881,5.270760446,5.283146339,5.176724173,5.356995215,5.332472755,5.322194072,0.225978204,"Machiavelli, volume i by niccolÌ_ machiavelli   free ebook"
5.354809146,5.350181002,5.369484031,5.409132567,5.431585941,5.443408331,5.457258397,5.460328552,5.434759199,5.43776062,5.428676167,5.396324978,5.335838336,5.313316226,5.335574852,5.319605462,5.358234432,5.426659946,5.435286166,0.311517665,Browning's shorter poems by robert browning   free ebook
5.375179169,5.345962733,5.330864787,5.262040134,5.280315337,5.343812709,5.333110368,5.355016722,5.341447683,5.410965122,5.400907788,5.342689919,5.248327759,5.271500239,5.264046823,5.222551362,5.160750119,5.167104634,5.305518395,0.882250358,My own story by emmeline pankhurst   free ebook
5.191846523,5.131357705,5.176168368,5.233443478,5.201431878,5.241822821,5.271296916,5.243642295,5.170591434,5.194621047,5.335605934,5.332029725,5.29897245,5.219431432,5.195799175,5.236357426,5.306048185,5.29843567,5.192780659,0.258058669,"Spenser's the faerie queene, book i by edmund spenser   free ebook"
5.413852755,5.380714879,5.365842151,5.37756959,5.380692413,5.437509829,5.445822381,5.458493406,5.427714498,5.376244074,5.329311855,5.291366179,5.300599852,5.333086203,5.323717733,5.346947945,5.35099189,5.376850666,5.32706522,0.286603312,Irish fairy tales by james stephens   free ebook
5.423961096,5.369895704,5.358636027,5.386266443,5.43753045,5.422102528,5.354639203,5.323914181,5.402258251,5.443088111,5.3792923,5.392938342,5.364753063,5.414735921,5.434562154,5.478139266,5.49975189,5.525478626,5.400047818,0.102311482,The golden treasury by francis turner palgrave and alfred pearse   free ebook
5.404409567,5.377329347,5.333408072,5.282012955,5.289237668,5.270303936,5.25142003,5.26714001,5.293921276,5.312780269,5.363726956,5.364947683,5.358819133,5.345017439,5.331464873,5.308619831,5.302067763,5.313527653,5.304185351,0.649750872,A hero of our time by mikhail iurevich lermontov   free ebook
5.44195841,5.370971684,5.297606513,5.257473771,5.283382845,5.290518181,5.336216298,5.344827586,5.389350581,5.403931486,5.447787012,5.407353439,5.402859775,5.381369157,5.260265859,5.120182003,5.018125071,5.022552927,5.039596886,0.39854473,"The younger edda; also called snorre's edda, or the prose edda by snorri sturluson   free ebook"
5.294118182,5.305936364,5.299309091,5.274718182,5.272536364,5.300827273,5.315354545,5.292790909,5.287690909,5.328072727,5.398927273,5.406181818,5.358463636,5.2588,5.306445455,5.427063636,5.561072727,5.523881818,5.4357,0.026954545,Surgical anatomy by joseph maclise   free ebook
5.630506246,5.651858113,5.621834006,5.5693153,5.594799787,5.607432454,5.535205535,5.443192135,5.472668357,5.448984064,5.425174541,5.51588867,5.597085251,5.569706647,5.486161986,5.521571022,5.593954479,5.591434207,5.629927053,0.166604051,The story of a soul (l'histoire d'une Ì¢me): the autobiography of st. thÌ©rÌ¬se of   free ebook
5.549443872,5.54994584,5.514755224,5.497054239,5.536181343,5.510713059,5.469921534,5.400174368,5.426673007,5.448204803,5.421072098,5.405273308,5.324060131,5.330797073,5.328868458,5.395418879,5.433357111,5.426012523,5.480436448,0.590710946,What i saw in america by g. k. chesterton   free ebook
5.455474982,5.452066715,5.445032632,5.40275562,5.37164612,5.349311095,5.365264685,5.369325598,5.351124003,5.338796229,5.341769398,5.359535896,5.363959391,5.339811458,5.356562727,5.374981871,5.397099347,5.382596084,5.369833212,1.839013778,Fundamental principles of the metaphysic of morals by immanuel kant   free ebook
5.408791308,5.374450731,5.335550473,5.385827364,5.392674412,5.358108108,5.286462409,5.256365497,5.276861494,5.272858605,5.310961295,5.37777644,5.474432673,5.5112111,5.473183651,5.446893999,5.425765966,5.379552158,5.353322699,0.362020707,The moon and sixpence by w. somerset maugham   free ebook
5.46353719,5.401435655,5.460977568,5.547324675,5.362824085,5.355060213,5.378550177,5.410512397,5.43485242,5.407310508,5.46355608,5.466946871,5.516949233,5.428410862,5.352878394,5.375688312,5.25835183,5.245912633,5.316599764,0.312160567,"The memoirs of the conquistador bernal diaz del castillo, vol 1 (of 2)   free ebook"
5.463103662,5.421886719,5.385332768,5.298333714,5.318029152,5.363289529,5.432843121,5.51090749,5.533407246,5.451951609,5.397886979,5.254801578,5.220334562,5.239182183,5.256268954,5.295920697,5.272703558,5.277496984,5.334528973,0.293540288,Chronicles of avonlea by l. m. montgomery   free ebook
5.46257716,5.461998457,5.458719136,5.456404321,5.44212963,5.434027778,5.422839506,5.41087963,5.41724537,5.412037037,5.400848765,5.411072531,5.415509259,5.412808642,5.428819444,5.432098765,5.437885802,5.444444444,5.453510802,0.911651235,Uncle vanya: scenes from country life in four acts by anton pavlovich chekhov   free ebook
5.394095735,5.376923077,5.353268765,5.376401565,5.380946172,5.389159993,5.407375675,5.407617806,5.409331347,5.431830881,5.418085305,5.406463028,5.41516111,5.444179549,5.421754517,5.416111008,5.392829205,5.408120693,5.402402682,0.830862358,1000 mythological characters briefly described by edward sylvester ellis   free ebook
5.574504836,5.55988024,5.536734224,5.519691386,5.505066789,5.493551359,5.475817596,5.49009673,5.502072778,5.497812068,5.476969139,5.47432059,5.491248273,5.474090281,5.454744357,5.456586826,5.458774758,5.469599263,5.472247812,3.358935974,Laura middleton; her brother and her lover by anonymous   free ebook
5.266621849,5.278588235,5.330756303,5.403529412,5.421042017,5.43892437,5.486823529,5.462117647,5.41492437,5.383495798,5.31102521,5.299226891,5.322890756,5.320134454,5.337210084,5.322453782,5.316336134,5.369747899,5.37394958,0.506016807,White fang by jack london   free ebook
5.45246552,5.486124958,5.433719674,5.476954553,5.399156697,5.503385676,5.491452725,5.476632602,5.401566135,5.398367398,5.453410602,5.386164423,5.360221419,5.430063975,5.442931622,5.453680625,5.357458873,5.381750582,5.399759056,0.339118062,Creative evolution by henri bergson   free ebook
5.513046588,5.484791939,5.433227592,5.464016919,5.488974933,5.55097344,5.591901474,5.618430055,5.587438577,5.573878833,5.568374075,5.541954345,5.499549045,5.507930584,5.504291845,5.574018785,5.579134789,5.567876469,5.509796604,0.753436586,"Lives of the most eminent painters sculptors and architects, vol. 01 (of 10)   free ebook"
5.376373626,5.381299735,5.38082607,5.374194771,5.377320955,5.393046609,5.400246305,5.412940508,5.447139068,5.472338007,5.508241758,5.524820008,5.532019704,5.505873437,5.486832133,5.481716559,5.481148162,5.46447518,5.480863964,0.18889731,The essays of arthur schopenhauer; studies in pessimism by arthur schopenhauer   free ebook
5.467234699,5.48274024,5.457138993,5.526949728,5.467171054,5.39531572,5.388927341,5.317708458,5.295623603,5.313484013,5.343930245,5.382881055,5.288654463,5.311598527,5.365124068,5.287039468,5.306634208,5.382554874,5.380271606,0.199599036,The financier: a novel by theodore dreiser   free ebook
5.537434828,5.556899548,5.549252694,5.547514772,5.546819604,5.557386166,5.58651373,5.598401112,5.599513382,5.604796663,5.59756691,5.59270073,5.619742788,5.614459506,5.591936044,5.576503302,5.540424053,5.522071602,5.506291276,0.157108099,The yoga sutras of patanjali: the book of the spiritual man by pataÌ±jali   free ebook
5.285595614,5.270310683,5.251786011,5.251786011,5.271473667,5.253945838,5.247051005,5.24547267,5.23060309,5.242731351,5.237580994,5.219970095,5.209752451,5.196461206,5.199036385,5.20360525,5.186326632,5.167054328,5.197291909,2.203771391,"The golden sayings of epictetus, with the hymn of cleanthes by epictetus   free ebook"
5.369005754,5.342111573,5.317655051,5.321331522,5.351822251,5.341991688,5.278732417,5.30079124,5.329723465,5.298633312,5.276015026,5.314617967,5.312460038,5.275615409,5.255514706,5.261788683,5.257552749,5.262108376,5.280290921,0.933144182,Peter pan by j. m. barrie   free ebook
5.356906451,5.385680513,5.369165822,5.328774063,5.322450186,5.373657548,5.398598446,5.452845323,5.47478048,5.462411348,5.484202972,5.468676123,5.447965214,5.416041878,5.399839581,5.402490713,5.417181695,5.487267815,5.492772712,5.4341692,Hypnerotomachia: the strife of loue in a dreame by francesco colonna   free ebook
5.393764492,5.438401048,5.508871862,5.516155862,5.491884263,5.432931747,5.397167053,5.408634943,5.410978929,5.465923984,5.533319891,5.584610344,5.555675975,5.456497631,5.38385926,5.378364755,5.438501865,5.509199516,5.564951104,0.204531707,Memoirs of fanny hill by john cleland   free ebook
5.542404946,5.590300849,5.563169066,5.542912514,5.48015873,5.462624585,5.426910299,5.430232558,5.431063123,5.428986711,5.400193798,5.360972684,5.336886305,5.30786268,5.299741602,5.309016242,5.361895533,5.400470653,5.436923219,0.346345515,Stories from tagore by rabindranath tagore   free ebook
5.281130586,5.328044526,5.416857036,5.496386443,5.497248297,5.386858282,5.269552667,5.279894916,5.306882372,5.290465609,5.263696212,5.199794401,5.177406961,5.210884283,5.288326549,5.315988952,5.245483054,5.227955225,5.36940314,0.077784931,"""the kingdom of god is within you"" by graf leo tolstoy   free ebook"
5.536532951,5.530802292,5.533846705,5.540472779,5.524534384,5.538861032,5.562141834,5.576110315,5.564111748,5.554799427,5.555694842,5.564648997,5.56017192,5.541189112,5.533846705,5.545666189,5.555694842,5.579512894,5.600644699,5.596346705,Home geography for primary grades by c. c. long   free ebook
5.35093068,5.351076555,5.360222896,5.372345081,5.362133855,5.371674058,5.317846306,5.281173416,5.310187887,5.349355234,5.375393862,5.323652118,5.287606489,5.251910958,5.23042362,5.263099545,5.304688412,5.314899638,5.328903606,0.035112032,The phantom of the opera by gaston leroux   free ebook
5.325949419,5.372701428,5.403891345,5.437250423,5.391073571,5.361740588,5.344370861,5.372372767,5.410727491,5.417842999,5.394491644,5.380523557,5.357566595,5.375232117,5.360951802,5.401738616,5.4121243,5.406274136,5.387113207,0.670254548,A damsel in distress by p. g. wodehouse   free ebook
5.383311846,5.398281049,5.344864633,5.268715084,5.306847157,5.360206274,5.353258845,5.368242372,5.369402664,5.337444492,5.316186793,5.255092394,5.153158573,5.171723249,5.277940123,5.331127346,5.357226758,5.313479444,5.304970635,0.059418421,A general history of the pyrates: by daniel defoe   free ebook
5.368347548,5.433176972,5.45326226,5.362899787,5.373859275,5.313336887,5.240991471,5.327750533,5.410607676,5.328859275,5.33663113,5.357302772,5.348123667,5.395447761,5.3691258,5.329296375,5.328656716,5.333933902,5.430554371,0.057867804,North and south by elizabeth cleghorn gaskell   free ebook
5.347366637,5.357156985,5.307230448,5.252655967,5.184844033,5.202333861,5.233781646,5.344767179,5.402435579,5.44317925,5.418046451,5.386485646,5.409329792,5.396685692,5.367116863,5.34329792,5.349768309,5.305888336,5.264212251,0.199381216,Library of the world's best mystery and detective stories by alarcÌ_n et al.   free ebook
5.467300557,5.473330241,5.480751391,5.479128015,5.49025974,5.495825603,5.499304267,5.507884972,5.518784787,5.531307978,5.532003711,5.525510204,5.525510204,5.538729128,5.542207792,5.559601113,5.579081633,5.604128015,5.608534323,2.036641929,Alice's adventures under ground by lewis carroll   free ebook
5.338011965,5.398671192,5.439657156,5.416589968,5.424672112,5.439340773,5.38509549,5.369937874,5.368959963,5.474372987,5.537103083,5.531120571,5.520421077,5.516221813,5.482771514,5.38495168,5.323688449,5.32052462,5.400224344,0.255781178,In his steps by charles m. sheldon   free ebook
5.311819309,5.289366978,5.277939747,5.290104219,5.356221306,5.384303475,5.383800811,5.350490935,5.323146007,5.344123856,5.394490801,5.439093864,5.464059515,5.471834054,5.462719078,5.447471599,5.392580678,5.319091183,5.309037901,0.061258001,"The battle of the books, and other short pieces by jonathan swift   free ebook"
5.454713131,5.44961149,5.402951103,5.398045679,5.383996547,5.370614551,5.349423122,5.328153206,5.332116788,5.310964602,5.313750883,5.290008634,5.284789263,5.286241268,5.269445099,5.272741543,5.293501295,5.284043639,5.320461502,0.945569422,The story of the treasure seekers by e. nesbit   free ebook
5.387816388,5.413770914,5.42975118,5.434041184,5.423959674,5.423423423,5.395109395,5.384920635,5.384169884,5.355855856,5.349313599,5.343843844,5.338266838,5.308451308,5.28957529,5.298584299,5.311454311,5.318318318,5.328292578,0.18983269,Armageddon‰ÛÓ2419 a.d. by philip francis nowlan   free ebook
5.612321223,5.524083511,5.506616801,5.5663735,5.583716916,5.700600033,5.753781029,5.689873418,5.679228999,5.651158968,5.619636692,5.579689298,5.579771494,5.536823936,5.543851718,5.593498274,5.579853691,5.602128884,5.580511261,0.360143022,Hans andersen's fairy tales. second series by h. c. andersen   free ebook
5.34695034,5.313105296,5.329126314,5.330053575,5.382237791,5.40794354,5.406295075,5.423810014,5.439521945,5.426385741,5.438337111,5.446888523,5.440243149,5.410055636,5.383989285,5.379507521,5.383216567,5.387080157,5.393364929,2.105965382,"The story of beowulf, translated from anglo saxon into modern english prose   free ebook"
5.429659498,5.433586338,5.405545014,5.382352941,5.374683744,5.347195868,5.340633565,5.354179844,5.379005903,5.409050179,5.418669618,5.322975965,5.302656546,5.298070841,5.277171621,5.264363272,5.181398904,5.211337761,5.338103521,0.105313093,"The man with two left feet, and other stories by p. g. wodehouse   free ebook"
5.398283337,5.350258217,5.368668112,5.427213172,5.467396155,5.503841372,5.429978641,5.327480953,5.412007077,5.467188944,5.408213523,5.416031751,5.431644299,5.416350537,5.376677612,5.335450604,5.273940833,5.241034142,5.263636074,5.186728936,The monk: a romance by m. g. lewis   free ebook
5.400966389,5.38713042,5.317780285,5.229272654,5.237489091,5.259115775,5.325464569,5.416249814,5.435577599,5.400093659,5.396730454,5.373166734,5.344089913,5.397241321,5.397262607,5.40675621,5.42474297,5.433555418,5.41309947,0.248323719,Man and superman: a comedy and a philosophy by bernard shaw   free ebook
5.409384293,5.400209516,5.383008921,5.357934577,5.340717086,5.335276426,5.357224926,5.354741146,5.357613544,5.336999865,5.327014058,5.295789403,5.300064207,5.313564477,5.345836713,5.371316572,5.395765747,5.398300216,5.414841849,0.636912003,The adventures of sherlock holmes by arthur conan doyle   free ebook
5.454347936,5.492951342,5.496639887,5.490109141,5.4892249,5.493039766,5.485536355,5.471375878,5.457278561,5.429323935,5.397946036,5.410287504,5.41504977,5.427189126,5.445076045,5.436461018,5.472752766,5.525971401,5.531718963,5.536645445,The angel in the house by coventry patmore   free ebook
5.346448148,5.344369643,5.371316632,5.357263731,5.36151271,5.41833131,5.450263032,5.432439392,5.453518743,5.404168046,5.411654343,5.395486149,5.329856896,5.328366994,5.303204209,5.320678365,5.338851488,5.360298716,5.379354744,0.698359269,"The wit and humor of america, volume i. (of x.) by marshall pinckney wilder   free ebook"
5.376631187,5.370664885,5.336699919,5.342074364,5.294573051,5.274096702,5.327659778,5.406443607,5.388754713,5.361710658,5.334886163,5.333645172,5.366588707,5.414214119,5.409765644,5.335611665,5.358426805,5.34886163,5.324891413,0.259615293,"From the earth to the moon; and, round the moon by jules verne   free ebook"
